isolabel_ext,status,base_intlevel,cover,overlay
BR-MG-CruzeiroFortaleza,1,75,a76bN a76bP a76bY a76bZ a76cT a76eJ a76eK a76eN a76eP a76eS a76eT a76eY a76eZ a7c4J,
BR-MG-Cruzilia,1,75,b01aY b01aZ b01bJ b01bK b01bP b01bS b01bT b01bY b01bZ b030N b030P b030Y b030Z b031J b031K b031N b031P b031S b031T b031Y b031Z b033J b033K b033N b033P b034J b034K b034S b034T b036J,
BR-MG-Cuparaque,1,75,b372P b372Y b372Z b373K b373P b373S b373T b373Y b373Z b376T b378N b379J b379K b379N b379P b379S b379T b379Y b37cJ,
BR-MG-CurralDentro,1,75,b9c9Z b9cbJ b9cbK b9cbN b9cbP b9cbS b9cbY b9cbZ b9ccT b9ccZ b9ceJ b9ceK b9ceN b9ceP b9ceS b9ceT b9ceY b9ceZ b9cfJ b9cfK b9cfS b9cfT b9cfY b9e1N b9e1P b9e4J b9e4K b9e4N b9e4P,
BR-MG-Curvelo,1,50,b23M b23V b26H b26R b26V b29M b2cH b2cM b2cR b2cV,
BR-MG-Datas,1,75,b2d2N b2d3J b2d3K b2d3N b2d3P b2d3S b2d3T b2d3Y b2d3Z b2d9J b2d9K b2d9N b2d9P b2d9S b2d9T b2d9Y b2d9Z b2dbJ b2dbK b2dbN b2dbP b2dcK b2dcS,
BR-MG-DelfimMoreira,1,75,b004J b004N b005J eaa9K eaa9P eaa9S eaa9Y eaa9Z eaabN eaabP eaabY eaabZ eaacK eaacS eaacT eaacZ eaadT eaaeJ eaaeK eaaeN eaaeP eaaeS eaaeT eaaeY eaaeZ eaafJ eaafT,
BR-MG-Delfinopolis,1,50,a5bM a5bV a5eH a5eM a5eR a5eV,
BR-MG-Delta,1,75,a704T a704Y a704Z a705S a705T a706J a706K a706N a706P a706S a706Y a707J a707K,
BR-MG-Descoberto,1,75,b122Y b122Z b123K b123P b123S b123T b123Y b123Z b128N b128P b129J b129K b129N b129P,
BR-MG-DesterroEntreRios,1,75,b0c8T b0caJ b0caK b0caN b0caP b0caS b0caY b0caZ b0cbJ b0cbK b0cbS b0cbT b0cbY b0cbZ b0e0N b0e0P b0e1J b0e1K b0e1N b0e1P b0e4J,
BR-MG-DesterroMelo,1,75,b07bS b07bT b07bY b07bZ b07eS b07eT b0d1J b0d1K b0d1N b0d1P b0d1Y b0d4J,
BR-MG-Diamantina,1,50,b2cV b2dR b2dV b2eM b2fH b2fM b2fR b2fV b3aR b85M b90H,
BR-MG-DiogoVasconcelos,1,75,b0f5K b0f5N b0f5P b0f5S b0f5Y b0f5Z b1a0J b1a0K b1a0P b1a0S b1a0T b1a0Y b1a0Z,
BR-MG-Dionisio,1,75,b304K b304P b304S b304T b304Y b304Z b305K b305N b305P b305S b305T b305Y b305Z b306N b307J b307K b307N b310K b310S b310T b310Z b312N,
BR-MG-Divinesia,1,75,b180Y b180Z b181S b181T b181Y b181Z b182N b182P b183J b183K,
BR-MG-Divino,1,75,b19bN b19bP b19bS b19bT b19bY b19bZ b19cT b19cZ b19eJ b19eK b19eN b19eP b19eS b19eT b19eY b19eZ b19fK b19fS b19fT b1b4J b1b4K b1b4N b1b4P b1b5J,
BR-MG-DivinolandiaMinas,1,75,b32fP b32fY b32fZ b33aJ b33aK b33aS b33aT b33aZ b385N b390J b390N,
BR-MG-DivinoLaranjeiras,1,75,b36eP b36eY b36eZ b36fK b36fS b36fT b36fY b36fZ b37aT b3c4N b3c4P b3c4Y b3c4Z b3c5J b3c5K b3c5N b3c5S b3c5T b3d0J,
BR-MG-Divinopolis,1,50,b0aV b0bR b0bV b21H,
BR-MG-DivisaAlegre,1,75,b9dbT b9f0N b9f0P b9f0Y b9f0Z b9f1J b9f1K b9f1S b9f1T b9f2N,
BR-MG-DivisaNova,1,75,a567Y a567Z a56dN a56dP a572S a572T a572Y a572Z a578J a578K a578N a578P a578S a578Y a579J a579K,
BR-MG-Divisopolis,1,50,b9dV b9fM bc8R bcaH,
BR-MG-DomBosco,1,50,ad6V ad7H ad7R ad7V,
BR-MG-DomCavati,1,75,b31eP b31eY b31fK b31fS b31fT b31fY b31fZ,
BR-MG-DomJoaquim,1,75,b277Z b27dN b27dP b27dT b27dY b27dZ b27fJ b27fK b27fN b27fP b27fY b27fZ b2d5N b322T b328J b328K b328S b328T b328Y b328Z b32aJ b32aK b32aN b32aS b32aT b380J,
BR-MG-DomSilverio,1,75,b1a8P b1a8Y b1a9K b1a9P b1a9S b1a9T b1a9Y b1a9Z b1abJ b1abN b1abP b1acK b1acS b1acT b1aeK,
BR-MG-DomVicoso,1,75,b004Y b004Z b005S b005T b006N b007J b007K b007N b007P,
BR-MG-DonaEusebia,1,75,b129P b129Y b12cK b12cS b12cT b12eJ,
BR-MG-DoresCampos,1,75,b0c4J b0c4K b0c4N b0c4P b0c4S b0c4Y b0c4Z b0c5J b0c5K b0c5S b0c5T,
BR-MG-DoresGuanhaes,1,75,b323P b323T b323Y b323Z b326P b326S b326T b326Y b326Z b327K b327S b328N b329J b329K b329N b329P b329S b329Y b329Z b32bN b32cJ b32cK b32cS b32cT b32eJ,
BR-MG-DoresIndaia,1,50,a75V b20R b20V b22H b22M,
BR-MG-Doresopolis,1,75,a5f6T a5f6Z a5f7T a5fcJ a5fcK a5fcN a5fcP a5fcS a5fcY a5fcZ a5fdJ a5fdK a5fdS a5fdT,
BR-MG-DoresTurvo,1,75,b0d5K b0d5P b0d5S b0d5T b0d5Y b0d5Z b0d7J b0d7N b0d7P b180J b180K b180S b180T b180Y b180Z b182J b182K,
BR-MG-Douradoquara,1,75,a78dZ a78fK a78fN a78fP a78fS a78fT a78fY a78fZ a798T a798Y a798Z a799S a799T a79aJ a79aK a79aN a79aP a79aS a79aT a79aY a79bJ a79bK,
BR-MG-Durande,1,75,b1e2Y b1e2Z b1e3S b1e3T b1e8J b1e8K b1e8N b1e8P b1e8Y b1e8Z b1e9J b1e9K b1e9S b1e9T b1eaN b1ebJ,
BR-MG-EloiMendes,1,75,a575Y a575Z a577N a577P b020K b020P b020S b020T b020Y b020Z b021T b022J b022K b022N b022P b022S b022T b022Y b022Z b023J b023K b023S b023T b028J b028K b028N b028P,
BR-MG-EngenheiroCaldas,1,75,b335S b335T b335Y b335Z b337J b337N b337P b337Y b337Z b33dN b362J b362K b362S b362T b368J b368K,
BR-MG-EngenheiroNavarro,1,50,b84M b84V b85H b85R,
BR-MG-EntreFolhas,1,75,b313Y b313Z b316K b316S b316T b316Y b316Z b319N b31cJ b31cK,
BR-MG-EntreRiosMinas,1,75,b0c9T b0c9Y b0c9Z b0cbJ b0cbK b0cbN b0cbP b0cbS b0cbY b0cbZ b0ccK b0ccP b0ccS b0ccT b0ccY b0ccZ b0cdS b0cdT b0ceJ b0ceK b0ceN b0ceP b0ceS b0ceT b0ceY b0ceZ b0cfJ b0cfK,
BR-MG-Ervalia,1,75,b185T b185Z b186Y b186Z b187J b187K b187N b187P b187S b187T b187Y b187Z b18dJ b18dK b18dN b18dP b192S b192T b198J b198K,
BR-MG-Esmeraldas,1,50,b21M b21V b24H b24M b24R b24V,
BR-MG-EsperaFeliz,1,75,b19dY b19dZ b19eP b19eY b19eZ b19fK b19fN b19fP b19fS b19fT b19fY b19fZ b1c8S b1c8T b1c8Z b1caJ b1caK b1caN b1caP b1caS b1caT b1caY b1caZ b1e0J b1e0N,
BR-MG-Espinosa,1,50,ba5V bb0M bb0R bb0V bb1H bb1R bb2H bb2M,
BR-MG-EspiritoSantoDourado,1,75,a556T a559N a559P a559Y a559Z a55bK a55bN a55bP a55bS a55bY a55cJ a55cK a55cN a55cS a55cT a55eJ,
BR-MG-Estiva,1,75,a551J a551K a551N a551P a554J dffbK dffbN dffbP dffbS dffbT dffbY dffbZ dffeJ dffeK dffeS dffeT,
BR-MG-EstrelaDalva,1,75,b11aK b11aS b11aT b11aY b11aZ b125N b125P b130J b130K,
BR-MG-EstrelaIndaia,1,50,a75V a77M b20R,
BR-MG-EstrelaSul,1,50,a72V a78M a78V a79H a79R,
BR-MG-Eugenopolis,1,75,b13bT b13bZ b13eT b191J b191N b191P b191S b191Y b191Z b193N b193P b193Y b194J b194K b194N b194S b194T b196J b196K b196S,
BR-MG-EwbankCamara,1,75,b070Z b071S b071T b071Z b072N b073J b073K b073N b073P b073S b073Y,
BR-MG-Extrema,1,75,dfe5T dfe5Z dfe7J dfe7K dfe7N dfe7P dfe7S dfe7Y dfe7Z dff0T dff0Z dff2J dff2K dff2N dff2P dff2S dff2T,
BR-MG-Fama,1,75,a576Z a577T a57cN a57cP a57cY a57cZ a57dJ a57dK a57dS a57dT,
BR-MG-FariaLemos,1,75,b196Z b197T b197Y b197Z b19cJ b19cK b19cN b19cP b19cY b19dJ b19dK b19dN b19dP,
BR-MG-FelicioSantos,1,75,b2dfY b2dfZ b2f5N b2f5P b2f5Y b2f5Z b2f7N b38aS b38aT b38aZ b3a0J b3a0K b3a0N b3a0P b3a0S b3a0T b3a0Y b3a0Z b3a2J b3a2N,
BR-MG-Felisburgo,1,50,b97V bc2H bc2R,
BR-MG-Felixlandia,1,50,b23R b23V b28M b29H b29M b29R,
BR-MG-FernandesTourinho,1,75,b335T b336P b336Y b336Z b337J b337K b337N b337P b337S b337T b337Y b337Z b33dJ,
BR-MG-Ferros,1,50,b30R b30V b32H b32M b32R,
BR-MG-Fervedouro,1,75,b198K b198P b198S b198T b198Y b198Z b199K b199P b199S b199T b199Y b199Z b19aN b19aP b19bJ b19bK b19bN b19bP b19bS b19bY b19cT b19eJ,
BR-MG-Florestal,1,75,b215P b215Y b215Z b217N b217P b240S b240T b240Y b240Z b242J b242K b242N b242S,
BR-MG-Formiga,1,50,a5dV a5fM b08R b08V b0aH b0aM b0aR b0aV,
BR-MG-Formoso,1,50,adfR adfV af4V af5H af5M af5R af5V af6M af7H b8aR ba0H,
BR-MG-FortalezaMinas,1,75,a5c2Z a5c3T a5c8N a5c8P a5c8Y a5c8Z a5c9J a5c9K a5c9N a5c9P a5c9S a5c9T a5c9Y a5c9Z a5cbJ,
BR-MG-FortunaMinas,1,75,b21dP b21dS b21dT b21dY b21dZ b21fJ b21fK b21fN b21fP b21fS b21fT b21fY b21fZ b248K b248S b248T b248Z b24aJ,
BR-MG-FranciscoBadaro,1,75,b91bN b91bP b91bY b91bZ b91eJ b91eK b91eP b91eS b91eT b91eY b91eZ b91fS b91fT b931N b934J b934K b934N b934P b934S b934T b934Y b934Z b935J b935K b935S b935T b935Y,
BR-MG-FranciscoDumont,1,50,b2eR b2eV b84H b84M b84R b84V,
BR-MG-Franciscopolis,1,50,b3bM b3eH b3eR,
BR-MG-FranciscoSa,1,50,b87M b87R b87V b8dH b8dM b8dV b98H b98R,
BR-MG-FreiGaspar,1,50,b3cV b3dR b3eM b3fH,
BR-MG-FreiInocencio,1,75,b397P b397Y b397Z b3c0Z b3c1K b3c1S b3c1T b3c1Y b3c1Z b3c2J b3c2K b3c2N b3c2P b3c2S b3c2T b3c2Y b3c2Z b3c3J b3c3K b3c3N b3c3P b3c3S b3c3T b3c6J b3c6K b3c8J b3c8K b3c8N b3c8P b3c9J,
BR-MG-FreiLagonegro,1,75,b38eZ b38fT b38fZ b3a4N b3a4P b3a4Y b3a5J b3a5K b3a5N b3a5P b3a5S b3a5Y,
BR-MG-Fronteira,1,75,a4e9Y a4e9Z a4ebN a4ebP a4ecS a4ecT a4eeJ a4eeK a4eeN a4eeP a4eeS a4eeT a4eeY a4eeZ,
BR-MG-FronteiraVales,1,75,b95fY b95fZ b975J b975K b975N b975P b975S b975T b975Y b975Z bc0aS bc0aT bc0aY bc0aZ bc20J bc20K bc20N bc20P bc20S bc20Y,
BR-MG-Frutal,1,50,a4eM a4eR a4eV a4fR a64H a64M a64V a65H a65R,
BR-MG-FrutaLeite,1,50,b99H b99M b99R b99V,
BR-MG-Funilandia,1,75,b24eT b24eY b24eZ b24fS b24fT b264J b264K b264N b264P b264S b264T b264Y b264Z b265J b265K,
BR-MG-Galileia,1,50,b36M b36R b36V b37R,
BR-MG-Gameleiras,1,50,ba5M ba5V bb0H bb0M bb0R bb0V,
BR-MG-Glaucilandia,1,75,b871P b871Y b871Z b873N b873P b873Y b874K b874S b874T b876J b876K,
BR-MG-Goiabeira,1,75,b372N b372P b372Y b372Z b373T b378J b378N b378P b379J,
BR-MG-Goiana,1,75,b075S b075T b075Y b075Z b077J b077K b077N b077P b077S b077Y b120T b122J b122K b122S,
BR-MG-Goncalves,1,75,dff6T dff6Y dff6Z dffcJ dffcK dffcN dffcP dffcS dffcY dffdJ dffdK dffdP dffdS dffdY,
BR-MG-Gonzaga,1,75,b338S b338T b338Y b338Z b339S b339T b33aJ b33aK b33aN b33aP b33aS b33aT b33aY b33aZ b33bJ b33bK b33bS,
BR-MG-Gouveia,1,50,b2cM b2cV b2dH b2dR,
BR-MG-GovernadorValadares,1,50,b33R b33V b36R b36V b39H b39M b3cH b3cM,
BR-MG-GraoMogol,1,50,b87M b87V b8dM b92R b92V b93H b93R b98H b98M b99H,
BR-MG-Grupiara,1,75,a78cZ a78dK a78dP a78dS a78dT a78dY a78dZ a78eN a78eP a78eY a78fJ a78fK a78fN a78fP a78fS,
BR-MG-Guanhaes,1,50,b32M b32R b32V b33R b38H b38M,
BR-MG-Guape,1,50,a5dR a5dV a5fM b08R,
BR-MG-Guaraciaba,1,75,b18aS b18aT b18aY b18aZ b18bJ b18bK b18bN b18bP b18bS b18bT b18bY b18bZ b1a0J b1a0K b1a0N b1a0P b1a0Y b1a1J b1a1K b1a1N b1a1S,
BR-MG-Guaraciama,1,75,b85bN b85bP b85bS b85bT b85bY b85bZ b85cT b85cZ b85eJ b85eK b85eN b85eP b85eS b85eT b85eY b871N b871P b871Y b871Z b874J b874K b874N b874P b874S,
BR-MG-Guaranesia,1,75,a568T a568Z a56aJ a56aK a56aN a56aP a56aS a56aY a56aZ a56bJ a56bK a56bS a56bT a5c0N a5c0P a5c0Y a5c1J a5c1K a5c1N a5c1S,
BR-MG-Guarani,1,75,b07dP b07dY b07dZ b122T b128J b128K b128N b128P b128S b128T b128Y b128Z b129J b129K b129S b129T,
BR-MG-Guarara,1,75,b10aK b10aP b10aS b10aT b10aY b10aZ b10bT b120J b120N b121J,
BR-MG-GuardaMor,1,50,a7bM a7bR a7bV a7eR ad1M ad4H,
BR-MG-Guaxupe,1,75,a569Z a56bJ a56bK a56bN a56bP a56bS a56bT a56bY a56bZ a56eJ a56eK a56eS a56eT a5c1J a5c1K a5c1N a5c1P a5c4J a5c4K,
BR-MG-Guidoval,1,75,b12bY b12bZ b12eJ b12eK b12eP b12eS b12eT b12eY b12eZ b181N b184J b184N,
BR-MG-Guimarania,1,75,a76bT a76bY a76bZ a76eS a76eT a7c1J a7c1K a7c1N a7c1P a7c1S a7c1T a7c1Y a7c1Z a7c2N a7c3J a7c3K a7c3N a7c3P a7c3S a7c3Y a7c4J a7c4K a7c4N a7c4P a7c4S,
BR-MG-Guiricema,1,75,b12eZ b184J b184K b184N b184P b184Y b184Z b185J b185K b185S b185T b186N b186P b186Y b187J b187K b187S,
BR-MG-Gurinhata,1,50,a63H a63M a63R a63V a69H a69M,
BR-MG-Heliodora,1,75,b008J b008K b008N b008P b008S b008Y b009J b009K b009S b009T,
BR-MG-Iapu,1,75,b319Y b319Z b31bN b31cS b31cT b31cZ b31eJ b31eK b31eN b31eP b31eS b31eT b31eY b31eZ b331P b331Y b334J b334K b334N b334P b334S b334T b334Y b334Z b336J b336N,
BR-MG-Ibertioga,1,75,b066P b066S b066T b066Y b066Z b067S b067T b067Y b067Z b06cJ b06cK b06cN b06cP b06cS b06cY b06dJ b06dK b06dN b06dP b06dS,
BR-MG-Ibia,1,50,a74H a74M a74R a74V a75R a76H a76M a77H,
BR-MG-Ibiai,1,50,b83H b83M b83R b83V,
BR-MG-Ibiracatu,1,75,b8e4P b8e4S b8e4T b8e4Y b8e4Z b8e5S b8e5T b8e5Z b8e6J b8e6K b8e6N b8e6P b8e6Y b8e6Z b8e7J b8e7K b8e7N b8e7P b8e7S b8e7T b8e7Y b8e7Z b8edJ b8edK b8edN b8edP b8edS b8edY b8edZ,
BR-MG-Ibiraci,1,50,a5bM a5bV a5eH,
BR-MG-Ibirite,1,75,b0eeK b0eeP b0eeS b0eeT b0eeY b0eeZ b244J b244N,
BR-MG-IbitiuraMinas,1,75,a54dJ a54dK a54dP a54dS a54dT a54dY,
BR-MG-Ibituruna,1,75,b03bT b03bY b03bZ b03eT b091J b091K b091N b091P b091S b091Y b094J b094K,
BR-MG-IcaraiMinas,1,50,b89H b89M b89R b89V,
BR-MG-Igarape,1,75,b0eaN b0eaP b0eaY b0eaZ b0ebJ b0ebK b0ebS b0ebT b240N b241J,
BR-MG-Igaratinga,1,75,b0beS b0beT b0beZ b211P b211Y b211Z b214J b214K b214N b214P b214S b214T b214Y b214Z b215K b215S b216J,
BR-MG-Iguatama,1,75,a5fcZ a5fdK a5fdN a5fdP a5fdS a5fdT a5fdY a5fdZ a5feN a5ffJ a5ffK a5ffN a5ffP a5ffS a5ffT a5ffY a5ffZ a755N a755P a755Y b0a8K b0a8S b0a8T b0aaJ b0aaK b0aaS b0aaT b0aaY b0aaZ b200J b200K,
BR-MG-Ijaci,1,75,b03aT b03aY b03aZ b03bT b090J b090K b090N b090P b090Y b091J b091K,
BR-MG-Ilicinea,1,75,a5d6Y a5d6Z a5d7K a5d7P a5d7S a5d7T a5d7Y a5d7Z a5dcJ a5dcK a5dcN a5dcP a5dcY a5ddJ a5ddK a5ddN a5ddP a5ddS a5ddY b082S b082T b088J,
BR-MG-ImbeMinas,1,75,b317N b317P b317T b317Y b317Z b31dJ b31dK b31dN b31dP b31dY b342K b342S b342T b348J b348K b348S,
BR-MG-Inconfidentes,1,75,a545N a545P a545Y a545Z a550J a550K a550S a550T a552J dffaT,
BR-MG-Indaiabira,1,50,b9bM b9bV b9eH b9eR,
BR-MG-Indianopolis,1,50,a72R a72V a78H a78M,
BR-MG-Ingai,1,75,b02dY b02dZ b033T b038J b038K b038N b038P b038S b038T b038Y b038Z b039J b039K b039N b039S b039T b03aJ b03aN b03bJ,
BR-MG-Inhapim,1,50,b31V b34H b34R b34V,
BR-MG-Inhauma,1,75,b21fY b21fZ b248T b248Z b249T b24aJ b24aK b24aN b24aP b24aS b24aT b24aY b24aZ b24bJ b24bK b260J,
BR-MG-Inimutaba,1,50,b26R b2cH b2cM,
BR-MG-Ipaba,1,75,b31bJ b31bK b31bN b31bP b31bS b31bT b31bY b31bZ b31eK b331J,
BR-MG-Ipanema,1,75,b1eaZ b1ebT b340N b340P b340Y b341J b341K b341N b341P b341S b341T b341Y b341Z b342N b342P b342Y b342Z b343J b343K b343N b343P b343S b343T b343Y b343Z b348N b349J b349K b349N,
BR-MG-Ipatinga,1,75,b30fK b30fN b30fP b30fS b30fT b30fY b30fZ b318T b31aJ b31aK b31aN b31aS b31aT,
BR-MG-Ipiacu,1,75,a691T a692P a692T a692Y a692Z a693J a693K a693N a693P a693S a693T a693Y a693Z a696K a696S a696T a698N a698P a699J a699K a699N a699P a69cJ,
BR-MG-Ipuiuna,1,75,a552T a552Z a558J a558K a558N a558P a558Y a558Z a559J a559K a559P a559S a559T a559Y a559Z a55bJ a55bK a55bN a55bS a55bT a55bY,
BR-MG-IraiMinas,1,75,a738P a738S a738T a738Y a738Z a739K a739P a739S a739T a739Y a739Z a73aJ a73aK a73aN a73aP a73aY a73bJ a73bK a73bN a73bP a73bS a73bY a73eS,
BR-MG-Itabira,1,50,b25M b25R b25V b30H b30R,
BR-MG-Itabirinha,1,75,b3d0P b3d0T b3d0Y b3d0Z b3d1S b3d1T b3d2K b3d2N b3d2P b3d2S b3d2Y b3d2Z b3d3J b3d3K b3d3S b3d3T,
BR-MG-Itabirito,1,75,b0e7K b0e7N b0e7P b0e7S b0e7T b0e7Y b0e7Z b0edJ b0edK b0edN b0edP b0edS b0edY b0f2K b0f2S b0f2T b0f8J b0f8K b0f8N b0f8P b0f8S b0f8T b0f8Y b0f8Z b0f9J b0f9K b0f9S b0f9T b0fbJ,
BR-MG-Itacambira,1,50,b85V b87M b87V b90R b92H b92R,
BR-MG-Itacarambi,1,50,b8eV b8fR ba4M ba4R ba4V ba5H ba5R,
BR-MG-Itaguara,1,75,b0b5T b0b5Z b0b6N b0b6P b0b6Y b0b6Z b0b7J b0b7K b0b7N b0b7P b0b7S b0b7T b0b7Y b0b7Z b0bcN b0bdJ b0bdN b0bdP b0e2J b0e2K b0e2S b0e2T b0e8J,
BR-MG-Itaipe,1,50,b3eV b94H b94M b94V,
BR-MG-Itajuba,1,75,b000N b001J b001K b001N b001P b004J b004K eaaaP eaaaY eaaaZ eaabJ eaabK eaabN eaabP eaabS eaabT eaabY eaabZ eaaeT,
BR-MG-Itamarandiba,1,50,b3aH b3aM b3aR b3aV b3bH b3bR b90M b91H,
BR-MG-ItamaratiMinas,1,75,b123Y b123Z b126S b126T b129J b129N b129P b12cJ b12cK b12cS,
BR-MG-Itambacuri,1,50,b39M b39V b3bM b3cH b3cR b3cV b3eH b3eM,
BR-MG-ItambeMatoDentro,1,75,b25eP b25eS b25eT b25eY b25eZ b25fJ b25fK b25fP b25fS b25fT b25fY b25fZ b274J b274K b274N b274P b275J b275K b275N b275P b30aS b30aT,
BR-MG-Itamogi,1,75,a594Y a594Z a595S a595T a595Z a596N a596P a596Y a597J a597K a597N a597P a597S a597Y a597Z a5c2J a5c2K,
BR-MG-Itamonte,1,75,b010N b010P b010Y b010Z b011J b011K b011N b011P b011S b011T b011Y b011Z b012N b013J b013K b013N b013P b014J b014K b014S b014T b014Y b014Z b016J eabbT eabbZ,
BR-MG-Itanhandu,1,75,b005P b005Y b010K b010N b010P b010S b010T b010Y b010Z b011J eabaZ eabbT,
BR-MG-Itanhomi,1,75,b337Y b337Z b360S b360T b360Y b360Z b361K b361P b361S b361T b361Y b361Z b362J b362K b362N b362P b362S b362T b362Y b362Z b363J b363K b363N b363P b363S b363Y b364S b364T b366J b368J,
BR-MG-Itaobim,1,50,b96M b96V b97H b97R,
BR-MG-Itapagipe,1,50,a61M a61V a64H a64M a64R a64V a66H,
BR-MG-Itapecerica,1,50,b08V b09R b0aM b0bH b0bR,
BR-MG-Itapeva,1,75,dfe7Z dfedN dff2K dff2S dff2T dff2Y dff2Z dff8J dff8K dff8N dff8P dff8Y,
BR-MG-Itatiaiucu,1,75,b0bdJ b0bdK b0bdN b0bdP b0bdS b0bdT b0bdY b0bdZ b0bfN b0e8J b0e8K b0e8P b0e8S b0e8T b0e8Y b0e8Z b0eaJ b0eaN,
BR-MG-ItauMinas,1,75,a5c9T a5c9Z a5caN a5caP a5caY a5caZ a5cbJ a5cbK a5cbN a5cbP a5cbS a5cbT a5cbY a5cbZ a5e0N a5e1J,
BR-MG-Itauna,1,75,b0bcZ b0bdS b0bdT b0bdZ b0beK b0beN b0beP b0beS b0beT b0beY b0beZ b0bfJ b0bfK b0bfN b0bfP b0bfS b0bfT b0bfY b0bfZ b0e8T b0eaJ b0eaK b214N b214P b215J b215K b215N b215P b215S,
BR-MG-Itaverava,1,75,b0d8Y b0d8Z b0d9S b0d9T b0d9Y b0d9Z b0daN b0daP b0daY b0daZ b0dbJ b0dbK b0dbN b0dbP b0dbS b0dbT b0dbY b0dbZ,
BR-MG-Itinga,1,50,b96H b96M b96R b96V b9cH b9cM,
BR-MG-Itueta,1,75,b358S b358T b358Y b358Z b359T b35aJ b35aK b35aN b35aP b35aY b35bJ b35bK b35bN b35bP b35bS b35bT b35bY b35bZ b35eJ b35eK b35eP b35eS b35eT b35eY b35eZ b374J b374N,
BR-MG-Ituiutaba,1,50,a63M a63V a66H a66R a66V a69H a69M a69V a6cH,
BR-MG-Itumirim,1,75,b039S b039T b039Y b039Z b03aN b03bJ b03bK b03bN b03bP b03bS b03bT b03bY b03bZ b091J,
BR-MG-Iturama,1,50,a60M a60R a60V a61H a61R,
BR-MG-Itutinga,1,75,b039J b039K b039N b039P b039S b039Y b039Z b03bN b03bP b03bY b03bZ b03cK b03cP b03cS b03cT b03cY b03cZ b03eJ b03eK b03eN b03eP b03eS b03eT,
BR-MG-Jaboticatubas,1,50,b24V b25R b25V b26M b27H b27M,
BR-MG-Jacinto,1,50,bc2V bc3R bc8M bc8V bc9H bc9R,
BR-MG-Jacui,1,75,a5c1S a5c1T a5c1Z a5c2K a5c2N a5c2P a5c2Y a5c2Z a5c3J a5c3K a5c3N a5c3P a5c3S a5c3T a5c3Y a5c3Z a5c6J a5c6K a5c6S a5c6T a5c9J a5c9N a5c9P a5ccJ a5ccK,
BR-MG-Jacutinga,1,75,a541P a541S a541T a541Y a541Z a543J a543K a543N a543P a544K a544S a544T a544Y a544Z a546J a546K a546N a546P a546S a546Y,
BR-MG-Jaguaracu,1,75,b306Y b306Z b307S b307T b307Z b30cN b30cP b30dJ b30dK b30dN b30dP b30dS,
BR-MG-Jaiba,1,50,b8fR b8fV b9aR ba4M ba5H ba5M ba5V bb0H,
BR-MG-Jampruca,1,75,b3c3J b3c3K b3c3N b3c3P b3c3S b3c3T b3c3Y b3c3Z b3c4T b3c4Z b3c6J b3c6K b3c6N b3c6P b3c6S b3c6T b3c8J b3c8N b3c8P b3c8Y b3c9J b3c9K b3c9N b3c9P b3c9S b3c9Y b3ccJ b3ccK b3ccS,
BR-MG-Janauba,1,50,b8dV b8fM b8fV b98R b9aH b9aR,
BR-MG-Januaria,1,50,b8aV b8bH b8bM b8bR b8bV b8eH b8eR b8eV ba0M ba0R ba0V ba1H ba1R ba4H ba4M ba4R,
BR-MG-Japaraiba,1,75,b0a9T b0a9Z b0aaN b0aaP b0aaY b0aaZ b0abJ b0abK b0abN b0abP b0abS b0abT b0abY,
BR-MG-Japonvar,1,75,b8c9Z b8cbJ b8cbK b8cbN b8cbP b8cbS b8cbT b8cbY b8cbZ b8ccS b8ccT b8ccZ b8ceJ b8ceK b8ceN b8ceS b8ceT b8ceY b8ceZ b8e1J b8e1K b8e1N b8e1P b8e1S b8e1Y b8e1Z,
BR-MG-Jeceaba,1,75,b0cbZ b0ceT b0ceY b0ceZ b0cfT b0e1N b0e1P b0e1Y b0e4J b0e4K b0e4N b0e4P b0e4S b0e4Y b0e5J b0e5K,
BR-MG-JenipapoMinas,1,75,b917Z b91cS b91cT b91cY b91cZ b91dJ b91dK b91dN b91dP b91dS b91dT b91dY b91dZ b91eJ b91eK b91eN b91eP b91eY b91fJ b91fK b91fS,
BR-MG-Jequeri,1,75,b18fP b18fS b18fT b18fY b18fZ b19aK b19aS b19aT b1a4N b1a4P b1a4Y b1a4Z b1a5J b1a5K b1a5N b1a5P b1a5S b1a5T b1a5Y b1a5Z b1a6N b1a7J b1a7K b1a7N b1b0J b1b0K b1b0S b1b0T b1b2J,
BR-MG-Jequitai,1,50,b81M b81V b84H b84R b86H,
BR-MG-Jequitiba,1,75,b264P b264S b264T b264Y b264Z b265K b265S b265T b266J b266K b266N b266P b266Y b266Z b267J b267K b267N b267P b267S b267T b267Y b267Z b26cN b26dJ b272J b272K b272S,
BR-MG-Jequitinhonha,1,50,b97H b97M b97R b97V b9dH b9dM b9dR b9dV bc2R bc8H,
BR-MG-Jesuania,1,75,b006T b009N b009P b00cJ b00cK b00cP b00cS b00cT b00cY b00cZ b00eJ b00eN b00eP,
BR-MG-Joaima,1,50,b95R b95V b97H b97M b97V bc2H bc2R,
BR-MG-Joanesia,1,75,b324Z b325J b325K b325N b325P b325S b325T b325Y b325Z b326N b326P b327J b327K b327N b327P b327S b327Y,
BR-MG-JoaoMonlevade,1,75,b255Y b255Z b257N b300K b300P b300S b300T b300Y b300Z b302J b302N,
