isolabel_ext,status,base_intlevel,cover,overlay
BR-RS-Chapada,1,50,d2dV d38H d38R,
BR-RS-Charqueadas,1,75,d1e3Z d1e6T d1e6Z d1e9N d1e9P d1e9Y d1ecJ d1ecK d1ecN d1ecP d1ecS d1ecY d1edJ d1edK d1edS,
BR-RS-Charrua,1,75,d39fK d39fP d39fS d39fT d39fY d39fZ d3b5J d3b5N d3caK d3caS d3caT d3e0J,
BR-RS-Chiapetta,1,75,d2cdZ d2cfJ d2cfK d2cfN d2cfP d2cfS d2cfT d2cfY d2cfZ d2d8S d2d8T d2daJ d2daK d2daN d2daP d2daS d2daT d2daY d2dbK d2e5N d2e5P d2f0J,
BR-RS-Chui,1,75,fa7cN fa7cP fa7cS fa7cT fa7cY fa7cZ fa7dJ fa7dK fa7dS fa7dT fa7dY fa7dZ fa7eN fa7eP fa7fJ fa7fK,
BR-RS-Chuvisca,1,75,d195S d195T d195Y d195Z d197J d197K d197N d197P d197S d197Y d197Z d1c0T d1c2J d1c2K d1c2S,
BR-RS-Cidreira,1,75,d4a3J d4a3N d4a3P d4a3Y d4a3Z d4a4S d4a4T d4a4Y d4a4Z d4a6J d4a6K d4a6N d4a6P d4a6S d4a6T d4a6Y d4a6Z,
BR-RS-Ciriaco,1,75,d395P d395Y d395Z d397N d397P d397Y d3c0J d3c0K d3c0S d3c0T d3c0Z d3c2J d3c2K d3c2N d3c2P d3c2S d3c2T d3c2Y,
BR-RS-Colinas,1,75,d348J d348K d348N d348P d348S d348Y,
BR-RS-Colorado,1,75,d32bS d32bT d32bY d32bZ d32eS d32eT d381J d381K d381N d381P d381S d381T d381Y d381Z d383N d384J d384K d384S d384T,
BR-RS-Condor,1,75,d2d3Y d2d3Z d2d6T d2d6Z d2d7T d2d7Z d2d9N d2d9P d2d9Y d2d9Z d2dbN d2dcJ d2dcK d2dcN d2dcP d2dcS d2dcT d2dcY d2dcZ d2ddJ d2ddK d2ddN d2ddP d2ddS d2ddT d2deJ,
BR-RS-Constantina,1,75,d3a1T d3a1Z d3a2Y d3a3J d3a3K d3a3N d3a3P d3a3S d3a3T d3a3Y d3a3Z d3a4T d3a6J d3a6S d3a6T d3a9N d3acJ,
BR-RS-CoqueiroBaixo,1,75,d31eP d31eT d31eY d31eZ d31fK d31fS d31fT d31fY d334J d334N,
BR-RS-CoqueirosSul,1,75,d386Z d387T d38cN d38cP d38cT d38cY d38cZ d38dJ d38dK d38dN d38dP d38dS d38dT d38dY d38eJ d38eN d38fJ,
BR-RS-CoronelBarros,1,75,d2c4N d2c4P d2c4Y d2c4Z d2c5K d2c5P d2c5S d2c5T d2c5Y d2c5Z d2c6N d2c7J d2c7K d2c7N,
BR-RS-CoronelBicaco,1,75,d2dbT d2dbY d2dbZ d2deT d2f0Z d2f1J d2f1K d2f1N d2f1P d2f1S d2f1T d2f1Y d2f1Z d2f2N d2f2P d2f2Y d2f3J d2f3K d2f3N d2f3P d2f3S d2f4J d2f4K d2f4S d2f4T d2f6J d2f6K d2f6S,
BR-RS-CoronelPilar,1,75,d348Z d349T d349Z d34aN d34bJ d34bK d34bN d34bP,
BR-RS-Cotipora,1,75,d361J d361K d361N d361P d361S d361T d361Y d361Z d363J d363N d363P d364S d364T d366J d366K,
BR-RS-Coxilha,1,75,d393Z d396T d398P d398Y d398Z d399J d399K d399N d399P d399S d399T d399Y d399Z d39aN d39bJ d39bK d39bN d39cJ d39cK d39cN d39cP d39cS d39cT d39cY d39cZ,
BR-RS-Crissiumal,1,75,d2e9Y d2e9Z d2ebN d2ebP d2ecJ d2ecK d2ecP d2ecS d2ecT d2ecY d2ecZ d2edJ d2edK d2edS d2edT d2edY d2eeJ d2eeK d2eeN d2eeP d2efJ,
BR-RS-Cristal,1,50,d13V d16R d19H d19M d1cH,
BR-RS-CristalSul,1,75,d2fdZ d2ffN d2ffP d2ffY d3a8S d3a8T d3aaJ d3aaK d3aaN d3aaP d3aaS,
BR-RS-CruzAlta,1,50,d27H d27M d27R d27V d2dH d32R,
BR-RS-Cruzaltense,1,75,d3a7P d3a7S d3a7T d3a7Y d3a7Z d3adJ d3adN d3adP d3b2K d3b2S d3b2T d3b8J,
BR-RS-CruzeiroSul,1,75,d315T d315Y d315Z d316Y d317J d317K d317N d317P d317S d317Y d340S d340T,
BR-RS-DavidCanabarro,1,75,d3c0K d3c0P d3c0S d3c0T d3c0Y d3c0Z d3c1J d3c1K d3c1S d3c1T d3c1Y d3c1Z d3c2N,
BR-RS-Derrubadas,1,75,d2efZ d2faT d2faZ d845J d845K d845N d845P d845S d845Y d845Z d847N d850J d850K d850N d850P d850S d850T d850Y d850Z d852J,
BR-RS-DezesseisNovembro,1,75,d292P d292S d292T d292Y d292Z d293K d293S d293T d298J d298K d298N d298P d298S d298T d298Y d298Z d299J d299K d299S,
BR-RS-DilermandoAguiar,1,75,d0e9T d0e9Y d0e9Z d0ebN d0ebP d0ebY d0ebZ d0ecT d0ecZ d0edS d0edT d0eeJ d0eeK d0eeN d0eeP d0eeS d0eeT d0eeY d0eeZ d0efJ d0efK d0efP d0efS d0efT d0efY d241N d241P d244J d244K d244N d244P,
BR-RS-DoisIrmaos,1,75,d351S d351T d351Z d353J d353N,
BR-RS-DoisIrmaosMissoes,1,75,d2f3P d2f3Y d2f6J d2f6K d2f6N d2f6P d2f6S d2f6T d2f6Y d2f6Z d2f7J d2f7K d2f7S d2f7T d2fcJ d2fcN,
BR-RS-DoisLajeados,1,75,d360S d360T d360Y d360Z d361S d361T d362J d362N d362P d363J,
BR-RS-DomFeliciano,1,50,d19H d19M d19R d19V d1bH,
BR-RS-DomPedrito,1,50,d03H d03M d03R d03V d06H d06R d06V d09H d09M d09V d0cH d0cM,
BR-RS-DomPedroAlcantara,1,75,d612Z d613T d618N d618P d618Y d619J d619K d619S,
BR-RS-DonaFrancisca,1,75,d255S d255T d255Y d255Z d257J d257K d257N d257P d257S d257Y,
BR-RS-DoutorMauricioCardoso,1,75,d2e8P d2e8Y d2e8Z d2e9K d2e9P d2e9S d2e9T d2e9Y d2e9Z d2eaN d2eaP d2ebJ d2ebK d2ebN d2ebP d2ecS d2ecT,
BR-RS-DoutorRicardo,1,75,d31fZ d335K d335N d335P d335S d335Y d34aT d360J d360K,
BR-RS-EldoradoSul,1,75,d1e3K d1e3N d1e3P d1e3Y d1e3Z d1e4T d1e6J d1e6K d1e6N d1e6P d1e6S d1e6T d1e6Y d1e6Z d1e7S d1e7T d1e7Y d1e7Z d1ecJ d1ecN d1edJ d1edK d1edN d1edP d1edY d1f2T d1f8J d1f8K,
BR-RS-Encantado,1,75,d31fN d31fP d31fY d31fZ d348T d348Z d34aJ d34aK d34aN d34aP d34aS d34aT d34aY,
BR-RS-EncruzilhadaSul,1,50,d18H d18M d18R d18V d19H d19R d1aM d1bH,
BR-RS-EngenhoVelho,1,75,d3a3N d3a3P d3a3Y d3a6J d3a6K d3a6P d3a6S d3a6T d3acJ,
BR-RS-EntreIjuis,1,50,d26R d2cH d2cM,
BR-RS-EntreRiosSul,1,75,d3acY d3acZ d3adJ d3adK d3adN d3adP d3adS d3adT d3adY d3adZ d3afJ,
BR-RS-Erebango,1,75,d3b1J d3b1K d3b1N d3b1P d3b1S d3b1Y d3b1Z d3b3N d3b4J d3b4K d3b4S d3b4T d3b6J,
BR-RS-Erechim,1,75,d3b3N d3b3P d3b3Y d3b3Z d3b4T d3b4Z d3b6J d3b6K d3b6N d3b6P d3b6S d3b6T d3b6Y d3b6Z d3b9N d3b9P d3b9Y d3bcJ d3bcK d3bcN d3bcS d3bcT,
BR-RS-Ernestina,1,75,d32fZ d33aT d385N d385P d385Y d385Z d387N d390J d390K d390N d390P d390S d390T d390Y d390Z d391S d391T d392J d392K d392N,
BR-RS-ErvalGrande,1,75,d3afN d3afY d3afZ d3b8T d3b8Z d3baJ d3baK d3baN d3baP d3baS d3baT d3baY d3baZ d905N d905P d910J d910K d910N d910P,
BR-RS-ErvalSeco,1,75,d2f6T d2f6Z d2f7T d2f9P d2f9Z d2fbN d2fbP d2fbY d2fbZ d2fcJ d2fcK d2fcN d2fcP d2fcS d2fcT d2fcY d2fcZ d2fdJ d2fdK d2fdS d2feJ d2feK d2feN d2feS,
BR-RS-Esmeralda,1,50,d3cV d3dH d3dR d3dV d3eM d3fH,
BR-RS-EsperancaSul,1,75,d2eeZ d2efK d2efP d2efS d2efT d2efY d2efZ d844N d845J d845K d845N d845P,
BR-RS-Espumoso,1,50,d32H d32M d32R d32V,
BR-RS-Estacao,1,75,d39bT d39bY d39bZ d39eS d39eT d3b1N d3b4J,
BR-RS-EstanciaVelha,1,75,d350K d350N d350P d350S d350Y d350Z d351S,
BR-RS-Esteio,1,75,d1faJ d1faK d1faN d1faP d1fbJ,
BR-RS-Estrela,1,75,d315Z d317N d317P d317Y d31dN d340T d342J d342K d342P d342S d342T d342Y d342Z d348J d348N,
BR-RS-EstrelaVelha,1,75,d25fY d308K d308S d308T d308Y d308Z d30aJ d30aK d30aN d30aP d30aS d30aT d30aY d30aZ d30bK d30bS d30bT,
BR-RS-EugenioCastro,1,75,d269S d269T d269Y d269Z d26bJ d26bK d26bN d26bP d26bS d26bT d26bY d26bZ d26eJ d26eK d26eP d26eS d26eT d26eY d26eZ d2c1N d2c1P d2c1Y d2c4J d2c4K d2c4N d2c4P d2c4S,
BR-RS-FagundesVarela,1,75,d362P d362Y d363J d363K d363N d363P d363S d363T d363Y d363Z d366S,
BR-RS-Farroupilha,1,75,d34dT d34dY d34dZ d34eN d34eP d34fJ d34fK d34fN d34fP d34fS d34fT d34fY d34fZ d358S d358T d35aJ d35aK d35aS d35aT d365J d365K d365N d365P d370J,
BR-RS-FaxinalSoturno,1,75,d254T d254Z d255T d256J d256K d256N d256P d256Y d257J d257K d257S,
BR-RS-Faxinalzinho,1,75,d3afJ d3afK d3afN d3afP d3afS d3afT d3afY d3afZ d3baJ d3baK d3baS d905J d905N,
BR-RS-FazendaVilanova,1,75,d340S d340T d340Y d340Z d342J d342N d342P,
BR-RS-Feliz,1,75,d347P d347Y d347Z d34dN d352K d352S d352T d358J d358N,
BR-RS-FloresCunha,1,75,d365N d365P d370J d370K d370N d370P d370S d370T d370Y d370Z d371J d371K d371S d371T d372J d372N,
BR-RS-FlorianoPeixoto,1,75,d39fT d3b4N d3b4P d3b4Y d3b5J d3b5K d3b5N d3b5P d3b5S d3b5Y d3e0J d3e0K d3e0S,
BR-RS-FontouraXavier,1,75,d31aZ d31bT d31bZ d330N d330P d330Y d330Z d331J d331K d331N d331P d331S d331T d331Y d331Z d332N d332P d332Y d333J d333K d333N d333P d333S d333Y d334S d334T d336J d336K d336S,
BR-RS-Formigueiro,1,75,d0f3T d0f3Y d0f3Z d0f6S d0f6T d0f6Z d0f9J d0f9N d0f9P d0f9Y d0f9Z d0fbN d0fcJ d0fcK d0fcN d0fcP d0fcS d0fcT d0fcY d0fcZ d0fdJ d0fdK d0fdP d0fdS d0fdT d0fdY d0fdZ d0feJ d0feN d1a8S,
BR-RS-Forquetinha,1,75,d316Z d31cJ d31cN d31cP d31cY d31dJ d31dK d31dN,
BR-RS-FortalezaValos,1,50,d27M d27V d32H d32R,
BR-RS-FredericoWestphalen,1,75,d2feP d2feY d2feZ d2ffJ d2ffK d2ffP d2ffS d2ffT d2ffY d2ffZ d3aaK d3aaS d3aaT d854N d855J d855K d855N d855P d855Y,
BR-RS-Garibaldi,1,75,d349Z d34bN d34bP d34cT d34cZ d34eJ d34eK d34eN d34eP,
BR-RS-Garruchos,1,50,d28H d28M d28R d28V,
BR-RS-Gaurama,1,75,d3b6Y d3b6Z d3b7S d3b7T d3b7Y d3b7Z d3bcN d3bcP d3bcY d3bdJ d3bdK d3bdN d3bdS,
BR-RS-GeneralCamara,1,75,d1bdP d1bdS d1bdT d1bdY d1bdZ d1bfJ d1bfK d1bfN d1bfP d1bfS d1bfT d1bfY d1bfZ d1e8S d1e8T d1e8Y d1e8Z d1e9S d1e9T d1eaJ d1eaK d1eaN d1eaP d1eaS d1eaT d1ebJ d315J d315N,
BR-RS-Gentil,1,75,d395K d395P d395S d395T d395Y d395Z d397J d397K d397N d397P d3c2J,
BR-RS-GetulioVargas,1,75,d39eS d39eT d39eY d39eZ d39fS d39fT d3b4J d3b4K d3b4N d3b4P d3b4S d3b4T d3b4Y d3b4Z d3b5J d3b5S d3b5T d3b6N d3b7J,
BR-RS-Girua,1,50,d2cR d2cV d2eH,
BR-RS-Glorinha,1,75,d1fcN d1fcP d1fcY d1fcZ d1fdJ d1fdK d1fdP d1fdS d1fdT d1fdY d1fdZ d1feN d1feP d1feY d1ffJ d1ffK d1ffN d1ffP d1ffS d1ffY,
BR-RS-Gramado,1,75,d356K d356P d356S d356T d356Y d356Z d357T d359N d359Y d359Z d35cJ d35cK d35cN d35cP d35cS d35cT d35cY d35cZ,
BR-RS-GramadoLoureiros,1,75,d3a9Z d3abN d3abP d3acT d3acY d3acZ d3aeJ d3aeK d3aeN,
BR-RS-GramadoXavier,1,75,d30dP d30dT d30dY d30dZ d30fJ d30fN d30fP d318K d318S d318T d318Z d31aJ d31aK d31aN d31aP,
BR-RS-Gravatai,1,75,d1f9K d1f9P d1f9S d1f9T d1f9Y d1f9Z d1fbJ d1fbK d1fbN d1fbP d1fbY d1fcJ d1fcK d1fcN d1fcP d1fcS d1fcT d1fcY d1fcZ d1feJ d1feK d1feN d1feP d1feS d1feY,
BR-RS-Guabiju,1,75,d36bK d36bN d36bP d36bS d36bT d36bY d36bZ d36cT d36eJ d36eK d36eS d36eT,
BR-RS-Guaiba,1,75,d1e4K d1e4P d1e4S d1e4T d1e4Y d1e4Z d1e5K d1e5S d1e5T d1e5Y d1e5Z d1e6J d1e6N d1e6P d1e6Y d1e7J d1e7K d1e7N d1e7P d1e7S d1e7Y d1e7Z,
BR-RS-Guapore,1,75,d337P d337Y d337Z d362J d362K d362N d362P d362S d362T d362Y d362Z d363J d363K d363S d368J d368K d368N d368P,
BR-RS-GuaraniMissoes,1,75,d297P d297Y d297Z d29dJ d29dK d29dN d29dP d29dS d29dT d29dY d29dZ d29fJ d2c2S d2c2T d2c8J d2c8K d2c8S,
BR-RS-Harmonia,1,75,d345T d347J d347K d347N,
BR-RS-Herval,1,50,d05H d05M d05V d10H d10R d10V fafR fafV,
BR-RS-Herveiras,1,75,d306Z d307T d307Y d307Z d30cN d30dJ d30dN d30dP d312S d312T,
BR-RS-Horizontina,1,75,d2e3S d2e3T d2e3Y d2e3Z d2e6T d2e8N d2e8P d2e9J d2e9K d2e9N d2e9P d2e9Y d2ecJ d2ecK d2ecS,
BR-RS-HulhaNegra,1,50,d04V d05R d06M d06V d07H d07R,
BR-RS-Humaita,1,75,d2e7S d2e7T d2e7Z d2ecN d2edJ d2edK d2edN d2edP d2edS d2edY d2f8J d2f8K d2f8S,
BR-RS-Ibarama,1,75,d257Z d25dN d302T d302Y d302Z d303T d308J d308K d308N d308P d308S d308Y d309J d309K,
BR-RS-Ibiaca,1,75,d3c3T d3c8P d3c8S d3c8T d3c8Y d3c8Z d3c9J d3c9K d3c9N d3c9P d3c9S d3c9T d3c9Y d3c9Z d3caJ d3caK d3caN d3caP d3cbJ d3cbN d3ccK d3ccS d3ccT d3ceJ,
BR-RS-Ibiraiaras,1,75,d3c1J d3c1K d3c1N d3c1P d3c1S d3c1T d3c1Y d3c1Z d3c3N d3c3P d3c4J d3c4K d3c4S d3c4T d3c4Y d3c4Z d3c6J d3c6K d3c6N d3c6P d3c6S,
BR-RS-Ibirapuita,1,75,d338T d338Z d339T d339Z d33aJ d33aK d33aN d33aP d33aS d33aT d33aY d33aZ d33bJ d33bK d33bN d33bP d33bS d33bT d33bY,
BR-RS-Ibiruba,1,75,d27fK d27fN d27fP d27fS d27fY d27fZ d328S d328T d328Y d328Z d329T d32aJ d32aK d32aN d32aP d32aS d32aT d32aY d32aZ d32bJ d32bK d32bP d32bS d32bT d32bY d380J d380K d380N d380P d381J,
BR-RS-Igrejinha,1,75,d354Y d354Z d355S d355T d355Z d356J d356K d356N d356P d357J d357K d357N d357P,
BR-RS-Ijui,1,50,d27R d2cM d2cV d2dH d2dR,
BR-RS-Ilopolis,1,75,d334Z d335T d336J d336K d336N d336P d336Y d337J d337K d337S,
BR-RS-Imbe,1,75,d4acN d4acP d4adJ d4adK d4adS d4adT,
BR-RS-Imigrante,1,75,d348P d348Y d349K d349S d349T d349Y d349Z,
BR-RS-Independencia,1,75,d2cbZ d2ceK d2ceP d2ceS d2ceT d2ceY d2ceZ d2cfK d2cfS d2cfT d2e1J d2e1K d2e1N d2e1P d2e1S d2e1Y d2e4J d2e4K d2e4N d2e4P d2e4S d2e4T d2e4Y,
BR-RS-Inhacora,1,75,d2ceP d2ceZ d2cfK d2cfS d2cfT d2e4N d2e4P d2e5J d2e5K d2e5N d2e5P d2e5Y,
BR-RS-Ipe,1,50,d36M d36V d37H d37R,
BR-RS-IpirangaSul,1,75,d39aY d39aZ d39bK d39bP d39bS d39bT d39bY d39bZ d3b0N d3b1J d3b1K d3b1N,
BR-RS-Irai,1,75,d2ffZ d3aaT d855N d855P d855Y d855Z d900J d900K d900N d900P d900S d900T d900Y,
BR-RS-Itaara,1,75,d250T d250Y d250Z d251S d251T d252J d252N d252P d252Y d253J d253K d253S d253T,
BR-RS-Itacurubi,1,50,d22M d22R d22V d23H d23R,
BR-RS-Itapuca,1,75,d336T d336Z d339N d339P d339Y d33cJ d33cK d33cN d33cP d33cS d33cT d33cY d33dJ d33dK d33dS,
BR-RS-Itaqui,1,50,c74M c74V c75H c75R c75V c76M c77H c77M d20R d20V d22H d22M,
BR-RS-Itati,1,75,d604Y d604Z d605T d606N d606P d606T d606Y d606Z d607J d607K d607S d607T d60cJ d60cK d60cN d60cP d60cS d60cY d60dK d60dP d60dS,
BR-RS-ItatibaSul,1,75,d3b8Z d3b9S d3b9T d3baN d3baP d3baT d3baY d3baZ d3bbJ d3bbK d3bbS d3bbT d910J d910N d910P d910Y d911J d911K d911S,
BR-RS-Ivora,1,75,d253N d253P d253Y d253Z d256J d256K d256S d256T,
BR-RS-Ivoti,1,75,d350Y d350Z d351S d351T d352N d352P d353J,
BR-RS-Jaboticaba,1,75,d2f7P d2f7Y d2f7Z d2fdN d2fdP d2fdY d3a2K d3a2S d3a2T d3a8J d3a8K,
BR-RS-Jacuizinho,1,75,d30bT d30bZ d320P d320Y d320Z d321J d321K d321N d321P d321S d321T d321Y d321Z d322N d323J d323N d324K d324S d324T d326J,
BR-RS-Jacutinga,1,75,d3a5N d3a5P d3b0J d3b0K d3b0P d3b0S d3b0T d3b0Y d3b0Z d3b2J d3b2K d3b2N d3b2P,
BR-RS-Jaguarao,1,50,d05H d05M fafM fafR fafV fbaH fbaR,
BR-RS-Jaguari,1,50,d21M d21V d24H d24R,
BR-RS-Jaquirana,1,50,d60R d60V d62H d62M d62R,
BR-RS-Jari,1,50,d24H d24R d24V d26H,
BR-RS-Joia,1,50,d26H d26M d26R d26V d27H d27R,
BR-RS-JulioCastilhos,1,50,d24V d25H d25M d25R d25V d27H d27M d30R,
BR-RS-LagoaBonitaSul,1,75,d302P d302Y d302Z d303J d303K d303N d303P d303S d303T d303Y d303Z,
BR-RS-Lagoao,1,75,d30cS d30cT d30cY d30cZ d30dK d30dS d30dT d30eJ d30eK d30eN d30eP d30eS d30eT d30eY d30eZ d30fJ d30fK d30fN d30fP d30fS d30fT d30fY d324N,
BR-RS-LagoaTresCantos,1,75,d32eK d32eP d32eS d32eT d32eY d32eZ d32fK d32fS d32fT,
BR-RS-LagoaVermelha,1,50,d36V d3cH d3cM d3cR d3cV d3eM,
BR-RS-Lajeado,1,75,d316Z d317S d317T d317Y d317Z d31cN d31dJ d31dN d342S d342T d348J,
BR-RS-LajeadoBugre,1,75,d3a2J d3a2K d3a2N d3a2P d3a2S d3a2Y,
BR-RS-LavrasSul,1,50,d06V d09M d09V d0cH d0cM d0cR d0cV d0dH d0dR,
BR-RS-LiberatoSalzano,1,75,d3a2Y d3a2Z d3a3S d3a3T d3a3Z d3a8N d3a8P d3a8Y d3a8Z d3a9J d3a9K d3a9N d3a9P d3a9S d3a9T d3a9Y d3aaN d3abJ,
BR-RS-LindolfoCollor,1,75,d350S d350T d350Y d350Z d352J d352N,
BR-RS-LinhaNova,1,75,d352K d352S d352T d352Y d352Z d358J d358N,
BR-RS-Macambara,1,50,c75R c75V c77H c77M d20R d20V d22H d22M,
BR-RS-Machadinho,1,75,d3e3K d3e3P d3e3S d3e3T d3e3Y d3e3Z d3e6K d3e6S d3e6T d3e6Z d3e9J d3e9K d3e9N d3e9P d3e9S d3e9T d3e9Y d3e9Z d3ecJ d3ecK d3ecS,
BR-RS-Mampituba,1,75,d60dP d60dS d60dT d60dY d60dZ d60fJ d60fN d618S d618T d618Z d61aJ d61aK d61aN d61aP,
BR-RS-ManoelViana,1,50,d20H d20M d20R d20V,
BR-RS-Maquine,1,50,d4aV d60H d60M,
BR-RS-Marata,1,75,d344T d344Z d346J d346K d346N d346P d346S d346Y,
BR-RS-Marau,1,50,d33R d33V d39H d39M,
BR-RS-MarcelinoRamos,1,75,d3bdN d3bdP d3bdY d3bdZ d3bfJ d3bfK d3bfN d3bfP d3bfY d3bfZ d3e8J d3e8K d3e8N d3e8P d3e8S d3e8T d3e8Y d3e8Z d3eaJ d3eaK d3eaS,
BR-RS-MarianaPimentel,1,75,d1cbY d1cbZ d1ceS d1ceT d1ceY d1ceZ d1cfS d1cfT d1e1N d1e1P d1e1Y d1e1Z d1e3N d1e4J d1e4K d1e4N d1e4P d1e4S d1e4T d1e6J,
BR-RS-MarianoMoro,1,75,d3beK d3beP d3beS d3beT d3beY d3beZ d3bfS d3bfT d914N,
BR-RS-MarquesSouza,1,75,d31cP d31cT d31cY d31cZ d31dJ d31dK d31dN d31dP d31dS d31dT d31eJ d31eK d31eN d31eP d31eS d31eY,
BR-RS-Mata,1,75,d217N d217P d217Y d240S d240T d240Y d240Z d242J d242K d242N d242P d242S d242T d242Y d242Z d243J d243K d243S,
BR-RS-MatoCastelhano,1,75,d393P d393Y d396J d396K d396N d396P d396S d396T d396Y d396Z d397J d397K d397S d397T d39cJ d39cK d39cN,
BR-RS-MatoLeitao,1,75,d316N d316P d316Y d317J d317K d317S,
BR-RS-MatoQueimado,1,75,d296Y d296Z d297P d297S d297T d297Y d297Z d29cN d29dJ d29dN d2c2T,
BR-RS-MaximilianoAlmeida,1,75,d3e2K d3e2P d3e2S d3e2T d3e2Y d3e2Z d3e3S d3e3T d3e8J d3e8N d3e8P d3e8Y d3e9J d3e9K d3e9S,
BR-RS-MinasLeao,1,75,d1b4Z d1b5T d1b5Z d1b6N d1b6P d1b6Y d1b6Z d1b7J d1b7K d1b7N d1b7P d1b7S d1b7T d1b7Y d1b7Z d1bcN d1bcP d1bcY d1bdJ d1bdK d1bdN d1bdP d1bdS d1bdY,
BR-RS-Miraguai,1,75,d2f8T d2f8Y d2f8Z d2f9K d2f9P d2f9S d2f9T d2f9Y d2faJ d2faN d2fbJ,
BR-RS-Montauri,1,75,d33dS d33dT d33dY d33dZ d33fJ d33fK d33fN,
BR-RS-MonteAlegreCampos,1,75,d376Z d377T d37cJ d37cK d37cN d37cP d37cS d37cT d37cY d37cZ d37dJ d37dK d37dN d37dP d37dS d37dT d37dY d37dZ d37eJ d37eN d37eP d37eY d37fJ d37fK d37fN d37fP d37fS,
BR-RS-MonteBeloSul,1,75,d34bY d34bZ d34eS d34eT d361N d364J,
BR-RS-Montenegro,1,75,d1eeP d1eeS d1eeT d1eeY d1eeZ d1efK d1efP d1efS d1efT d1efY d341P d341Y d341Z d343N d344J d344K d344N d344P d344S d344T d344Y d344Z d345J d345K d345S d346N,
BR-RS-Mormaco,1,75,d32dK d32dP d32dS d32dT d32dY d32dZ d32fJ d32fK d32fN d32fP d338K d338S d338T,
BR-RS-MorrinhosSul,1,75,d607Z d60dN d60dP d60dY d618J d618K d618N d618P d618S d618T d618Y d618Z d61aJ d61aN,
BR-RS-MorroRedondo,1,75,d10fJ d10fK d10fN d10fP d10fS d10fT d10fY d10fZ d11aK d11aS d11aT d125J d125N d125P d125Y d130J d130K,
BR-RS-MorroReuter,1,75,d353J d353K d353N d353P d353S d353Y d356J d356K,
BR-RS-Mostardas,1,50,d17R d17V d1dH d1dM d1dV d48H d48R,
BR-RS-Mucum,1,75,d34aS d34aT d34aY d34aZ d34bS d34bT d360J d360N d361J,
BR-RS-MuitosCapoes,1,50,d36V d37R d3cM d3dH d3dR,
BR-RS-Muliterno,1,75,d3c0Z d3c1T d3c1Z d3c2N d3c2P d3c2Y d3c2Z d3c3J d3c3K d3c3N d3c3P,
BR-RS-NaoMeToque,1,75,d32bZ d32eT d32eZ d32fS d32fT d381N d381P d381Z d384J d384K d384N d384P d384S d384T d384Y d384Z d385J d385K d385N d385P d385S d385T,
BR-RS-NicolauVergueiro,1,75,d33aT d33aY d33aZ d33bS d33bT d33bY d33bZ d390J d390N d390P d391J d391K d391N,
BR-RS-Nonoai,1,50,d3aR d3aV d90H d90M,
BR-RS-NovaAlvorada,1,75,d33cK d33cP d33cS d33cT d33cY d33cZ d33dK d33dS d33dT d33eJ d33eN d33fJ,
BR-RS-NovaAraca,1,75,d368Z d369T d369Z d36aN d36bJ d36bK d36bN d36bP,
BR-RS-NovaBassano,1,75,d368P d368Y d368Z d369J d369K d369N d369P d369S d369T d369Y d369Z d36bN,
BR-RS-NovaBoaVista,1,75,d38bJ d38bK d38bN d38bP d38bS d38bY d38bZ d38eJ d38eK d38eS,
BR-RS-NovaBrescia,1,75,d31fJ d31fK d31fN d31fP d31fS d31fY,
BR-RS-NovaCandelaria,1,75,d2e6T d2e6Z d2e7S d2e7T d2ecJ d2ecK d2ecN d2ecP d2edJ d2edK,
BR-RS-NovaEsperancaSul,1,75,d216S d216T d216Y d216Z d219P d219Y d219Z d21cJ d21cK d21cN d21cP d21cS d21cT d21cY,
BR-RS-NovaHartz,1,75,d354S d354T d354Y d354Z d356J d356N,
BR-RS-NovaPadua,1,75,d365P d365Y d365Z d367N d370K d370S d370T d372J d372K,
BR-RS-NovaPalma,1,75,d256K d256P d256S d256T d256Y d256Z d257S d257T d257Y d257Z d25cJ d25cK d25cN d25cP d25cY d25dJ d25dK d25dN d25dP d25dS d308J,
BR-RS-NovaPetropolis,1,75,d352Z d353T d353Z d358J d358K d358N d358P d358Y d359J d359K d359N d359P d359S d359T d359Y d359Z d35cJ d35cK d35cS,
BR-RS-NovaPrata,1,75,d363Z d366T d366Z d369N d369P d369Y d369Z d36bN d36cJ d36cK d36cN d36cP d36cS d36cT d36cY d36eJ,
BR-RS-NovaRamada,1,75,d2d8P d2d8Y d2d8Z d2d9K d2d9P d2d9S d2d9T d2d9Y d2d9Z d2daN d2daP d2dbJ d2dbK d2dbN d2dbS d2deJ,
BR-RS-NovaRomaSul,1,75,d364Y d364Z d365K d365P d365S d365T d365Y d365Z d366N d367J d367K d367N d367P,
BR-RS-NovaSantaRita,1,75,d1edY d1edZ d1efN d1efP d1efY d1efZ d1f8S d1f8T d1faJ d1faK d1faN d1faP d1faS d1faY,
BR-RS-NovoBarreiro,1,75,d38aK d38aS d38aT d38aY d38aZ d38bT d3a0J d3a0N d3a0P d3a0Y d3a1J d3a1K d3a1S,
BR-RS-NovoCabrais,1,75,d1abK d1abP d1abS d1abT d1abY d1abZ d1aeK d1aeS d1aeT d301J d301K d301N d301P d301S d301Y d304J,
BR-RS-NovoHamburgo,1,75,d1faZ d1fbK d1fbP d1fbS d1fbT d1fbY d1fbZ d1feS d1feT d350N d350P d350Y d351J d351K d351N d351S d354J,
